No,Kategori Akun,Nama Lengkap,Username / ID Login,Kata Sandi (Password),Email,NIS / NIP,Kelas / Rombel,No. Telepon / WA,Status Kata Sandi
1103,Siswa,Fitri Suryanto,22231004,siswa1004,fitri.suryanto.22231004@siswa.belajar.id,22231004,XII DKV 2,0822320004,Sandi Default
1104,Siswa,Raditya Pratama,22231005,siswa1005,raditya.pratama.22231005@siswa.belajar.id,22231005,XII DKV 2,0822320005,Sandi Default
1105,Siswa,Tania Wahyuni,22231006,siswa1006,tania.wahyuni.22231006@siswa.belajar.id,22231006,XII DKV 2,0822320006,Sandi Default
1106,Siswa,Bayu Haikal,22231007,siswa1007,bayu.haikal.22231007@siswa.belajar.id,22231007,XII DKV 2,0822320007,Sandi Default
1107,Siswa,Hana Santoso,22231008,siswa1008,hana.santoso.22231008@siswa.belajar.id,22231008,XII DKV 2,0822320008,Sandi Default
1108,Siswa,Rangga Sudrajat,22231009,siswa1009,rangga.sudrajat.22231009@siswa.belajar.id,22231009,XII DKV 2,0822320009,Sandi Default
1109,Siswa,Vania Wijaya,22231010,siswa1010,vania.wijaya.22231010@siswa.belajar.id,22231010,XII DKV 2,0822320010,Sandi Default
1110,Siswa,Danendra Pangestu,22231011,siswa1011,danendra.pangestu.22231011@siswa.belajar.id,22231011,XII DKV 2,0822320011,Sandi Default
1111,Siswa,Intan Kuncoro,22231012,siswa1012,intan.kuncoro.22231012@siswa.belajar.id,22231012,XII DKV 2,0822320012,Sandi Default
1112,Siswa,Revan Rahmawati,22231013,siswa1013,revan.rahmawati.22231013@siswa.belajar.id,22231013,XII DKV 2,0822320013,Sandi Default
1113,Siswa,Zaskia Nugraha,22231014,siswa1014,zaskia.nugraha.22231014@siswa.belajar.id,22231014,XII DKV 2,0822320014,Sandi Default
1114,Siswa,Dennis Hidayat,22231015,siswa1015,dennis.hidayat.22231015@siswa.belajar.id,22231015,XII DKV 2,0822320015,Sandi Default
1115,Siswa,Kayla Wibowo,22231016,siswa1016,kayla.wibowo.22231016@siswa.belajar.id,22231016,XII DKV 2,0822320016,Sandi Default
1116,Siswa,Satria Ramadhan,22231017,siswa1017,satria.ramadhan.22231017@siswa.belajar.id,22231017,XII DKV 2,0822320017,Sandi Default
1117,Siswa,Aisyah Firmansyah,22231018,siswa1018,aisyah.firmansyah.22231018@siswa.belajar.id,22231018,XII DKV 2,0822320018,Sandi Default
1118,Siswa,Dimas Hakim,22231019,siswa1019,dimas.hakim.22231019@siswa.belajar.id,22231019,XII DKV 2,0822320019,Sandi Default
1119,Siswa,Laila Anggraini,22231020,siswa1020,laila.anggraini.22231020@siswa.belajar.id,22231020,XII DKV 2,0822320020,Sandi Default
1120,Siswa,Wahyu Wardhana,22231021,siswa1021,wahyu.wardhana.22231021@siswa.belajar.id,22231021,XII DKV 2,0822320021,Sandi Default
1121,Siswa,Amanda Utomo,22231022,siswa1022,amanda.utomo.22231022@siswa.belajar.id,22231022,XII DKV 2,0822320022,Sandi Default
1122,Siswa,Fajar Kuswanto,22231023,siswa1023,fajar.kuswanto.22231023@siswa.belajar.id,22231023,XII DKV 2,0822320023,Sandi Default
1123,Siswa,Marsha Kusuma,22231024,siswa1024,marsha.kusuma.22231024@siswa.belajar.id,22231024,XII DKV 2,0822320024,Sandi Default
1124,Siswa,Yoga Mahendra,22231025,siswa1025,yoga.mahendra.22231025@siswa.belajar.id,22231025,XII DKV 2,0822320025,Sandi Default
1125,Siswa,Anisa Baskara,22231026,siswa1026,anisa.baskara.22231026@siswa.belajar.id,22231026,XII DKV 2,0822320026,Sandi Default
1126,Siswa,Fathir Permatasari,22231027,siswa1027,fathir.permatasari.22231027@siswa.belajar.id,22231027,XII DKV 2,0822320027,Sandi Default
1127,Siswa,Nabila Maulana,22231028,siswa1028,nabila.maulana.22231028@siswa.belajar.id,22231028,XII DKV 2,0822320028,Sandi Default
1128,Siswa,Zack Setiawan,22231029,siswa1029,zack.setiawan.22231029@siswa.belajar.id,22231029,XII DKV 2,0822320029,Sandi Default
1129,Siswa,Aqila Suhendra,22231030,siswa1030,aqila.suhendra.22231030@siswa.belajar.id,22231030,XII DKV 2,0822320030,Sandi Default
1130,Siswa,Gilang Putra,22231031,siswa1031,gilang.putra.22231031@siswa.belajar.id,22231031,XII DKV 2,0822320031,Sandi Default
1131,Siswa,Nafisa Kurnia,22231032,siswa1032,nafisa.kurnia.22231032@siswa.belajar.id,22231032,XII DKV 2,0822320032,Sandi Default
1132,Siswa,Zulfikar Pramudya,22231033,siswa1033,zulfikar.pramudya.22231033@siswa.belajar.id,22231033,XII DKV 2,0822320033,Sandi Default
1133,Siswa,Cantika Lestari,22231034,siswa1034,cantika.lestari.22231034@siswa.belajar.id,22231034,XII DKV 2,0822320034,Sandi Default
1134,Siswa,Rian Wahyuni,22231101,siswa1101,rian.wahyuni.22231101@siswa.belajar.id,22231101,XII AKL,0822330001,Sandi Default
1135,Siswa,Adinda Haikal,22231102,siswa1102,adinda.haikal.22231102@siswa.belajar.id,22231102,XII AKL,0822330002,Sandi Default
1136,Siswa,Desta Santoso,22231103,siswa1103,desta.santoso.22231103@siswa.belajar.id,22231103,XII AKL,0822330003,Sandi Default
1137,Siswa,Keisha Sudrajat,22231104,siswa1104,keisha.sudrajat.22231104@siswa.belajar.id,22231104,XII AKL,0822330004,Sandi Default
1138,Siswa,Tegar Wijaya,22231105,siswa1105,tegar.wijaya.22231105@siswa.belajar.id,22231105,XII AKL,0822330005,Sandi Default
1139,Siswa,Alifa Pangestu,22231106,siswa1106,alifa.pangestu.22231106@siswa.belajar.id,22231106,XII AKL,0822330006,Sandi Default
1140,Siswa,Fadhil Kuncoro,22231107,siswa1107,fadhil.kuncoro.22231107@siswa.belajar.id,22231107,XII AKL,0822330007,Sandi Default
1141,Siswa,Laras Rahmawati,22231108,siswa1108,laras.rahmawati.22231108@siswa.belajar.id,22231108,XII AKL,0822330008,Sandi Default
1142,Siswa,Wawan Nugraha,22231109,siswa1109,wawan.nugraha.22231109@siswa.belajar.id,22231109,XII AKL,0822330009,Sandi Default
1143,Siswa,Anindya Hidayat,22231110,siswa1110,anindya.hidayat.22231110@siswa.belajar.id,22231110,XII AKL,0822330010,Sandi Default
1144,Siswa,Farhan Wibowo,22231111,siswa1111,farhan.wibowo.22231111@siswa.belajar.id,22231111,XII AKL,0822330011,Sandi Default
1145,Siswa,Maulida Ramadhan,22231112,siswa1112,maulida.ramadhan.22231112@siswa.belajar.id,22231112,XII AKL,0822330012,Sandi Default
1146,Siswa,Yusuf Firmansyah,22231113,siswa1113,yusuf.firmansyah.22231113@siswa.belajar.id,22231113,XII AKL,0822330013,Sandi Default
1147,Siswa,Annisa Hakim,22231114,siswa1114,annisa.hakim.22231114@siswa.belajar.id,22231114,XII AKL,0822330014,Sandi Default
1148,Siswa,Galih Anggraini,22231115,siswa1115,galih.anggraini.22231115@siswa.belajar.id,22231115,XII AKL,0822330015,Sandi Default
1149,Siswa,Nadira Wardhana,22231116,siswa1116,nadira.wardhana.22231116@siswa.belajar.id,22231116,XII AKL,0822330016,Sandi Default
1150,Siswa,Zidan Utomo,22231117,siswa1117,zidan.utomo.22231117@siswa.belajar.id,22231117,XII AKL,0822330017,Sandi Default
1151,Siswa,Aurelia Kuswanto,22231118,siswa1118,aurelia.kuswanto.22231118@siswa.belajar.id,22231118,XII AKL,0822330018,Sandi Default
1152,Siswa,Hafiz Kusuma,22231119,siswa1119,hafiz.kusuma.22231119@siswa.belajar.id,22231119,XII AKL,0822330019,Sandi Default
1153,Siswa,Nayra Mahendra,22231120,siswa1120,nayra.mahendra.22231120@siswa.belajar.id,22231120,XII AKL,0822330020,Sandi Default
1154,Siswa,Bintang Baskara,22231121,siswa1121,bintang.baskara.22231121@siswa.belajar.id,22231121,XII AKL,0822330021,Sandi Default
1155,Siswa,Chelsea Permatasari,22231122,siswa1122,chelsea.permatasari.22231122@siswa.belajar.id,22231122,XII AKL,0822330022,Sandi Default
1156,Siswa,Indra Maulana,22231123,siswa1123,indra.maulana.22231123@siswa.belajar.id,22231123,XII AKL,0822330023,Sandi Default
1157,Siswa,Nurul Setiawan,22231124,siswa1124,nurul.setiawan.22231124@siswa.belajar.id,22231124,XII AKL,0822330024,Sandi Default
1158,Siswa,Dwi Suhendra,22231125,siswa1125,dwi.suhendra.22231125@siswa.belajar.id,22231125,XII AKL,0822330025,Sandi Default
1159,Siswa,Clarissa Putra,22231126,siswa1126,clarissa.putra.22231126@siswa.belajar.id,22231126,XII AKL,0822330026,Sandi Default
1160,Siswa,Kevin Kurnia,22231127,siswa1127,kevin.kurnia.22231127@siswa.belajar.id,22231127,XII AKL,0822330027,Sandi Default
1161,Siswa,Raisa Pramudya,22231128,siswa1128,raisa.pramudya.22231128@siswa.belajar.id,22231128,XII AKL,0822330028,Sandi Default
1162,Siswa,Aditya Lestari,22231129,siswa1129,aditya.lestari.22231129@siswa.belajar.id,22231129,XII AKL,0822330029,Sandi Default
1163,Siswa,Devi Syahputra,22231130,siswa1130,devi.syahputra.22231130@siswa.belajar.id,22231130,XII AKL,0822330030,Sandi Default
1164,Siswa,M. Rizky Wicaksono,22231131,siswa1131,m.rizky.wicaksono.22231131@siswa.belajar.id,22231131,XII AKL,0822330031,Sandi Default
1165,Siswa,Salma Purnomo,22231132,siswa1132,salma.purnomo.22231132@siswa.belajar.id,22231132,XII AKL,0822330032,Sandi Default
1166,Siswa,Alif Saputra,22231133,siswa1133,alif.saputra.22231133@siswa.belajar.id,22231133,XII AKL,0822330033,Sandi Default
1167,Siswa,Dinda Safitri,22231134,siswa1134,dinda.safitri.22231134@siswa.belajar.id,22231134,XII AKL,0822330034,Sandi Default
